Id,Date,Tweets,Location,Retweets,Favorite
1419756310510321671,2021-07-26 20:27:36,RT @CyStonks7: Blackrock increased their shares by over 1.1 million. They own 62.6 million shares of $NIO. Ignore the noise. This stock is…,"West Chester, Ohio",8,0
1419756101067808770,2021-07-26 20:26:46,RT @CyStonks7: Blackrock increased their shares by over 1.1 million. They own 62.6 million shares of $NIO. Ignore the noise. This stock is…,Wherever God Takes Me,8,0
1419751827336224771,2021-07-26 20:09:48,RT @CyStonks7: Blackrock increased their shares by over 1.1 million. They own 62.6 million shares of $NIO. Ignore the noise. This stock is…,,8,0
1419716055061065729,2021-07-26 17:47:39,RT @CyStonks7: Blackrock increased their shares by over 1.1 million. They own 62.6 million shares of $NIO. Ignore the noise. This stock is…,United States,8,0
1419702739823734792,2021-07-26 16:54:44,Blackrock increased their shares by over 1.1 million. They own 62.6 million shares of $NIO. Ignore the noise. This stock is solid and will be 3-digit as it takes over the world and become the best EV 💪,,8,102
1419485363811270667,2021-07-26 02:30:58,"RT @daveyoslc: $JNSH look at this 🚨🚨
👀 97% short! #GTFOH 
#WSB #wallstreetbets #ShortSqueeze
can't wait to see these MM's get burnt!!
$JNSH…","Toronto, Ontario",4,0
1419469135235489792,2021-07-26 01:26:28,"RT @daveyoslc: $JNSH look at this 🚨🚨
👀 97% short! #GTFOH 
#WSB #wallstreetbets #ShortSqueeze
can't wait to see these MM's get burnt!!
$JNSH…",Kingdom of Saudi Arabia,4,0
1419465806996455433,2021-07-26 01:13:15,"RT @daveyoslc: $JNSH look at this 🚨🚨
👀 97% short! #GTFOH 
#WSB #wallstreetbets #ShortSqueeze
can't wait to see these MM's get burnt!!
$JNSH…",,4,0
1419465529526456320,2021-07-26 01:12:09,"RT @daveyoslc: $JNSH look at this 🚨🚨
👀 97% short! #GTFOH 
#WSB #wallstreetbets #ShortSqueeze
can't wait to see these MM's get burnt!!
$JNSH…",,4,0
1419457806265028608,2021-07-26 00:41:27,"$JNSH look at this 🚨🚨
👀 97% short! #GTFOH 
#WSB #wallstreetbets #ShortSqueeze
can't wait to see these MM's get burnt!!
$JNSH best #OTC #EV #renewableenergy #stock period!!
can't hold it down forever
#Easymoney https://t.co/TtWrS6VHEv",,4,11
1418826983207735301,2021-07-24 06:54:47,"@C_S_Skeptic @xonkd7 When you go on the news or read analyst reports, they primarily factor in what they can predict, not what Tsla promises. Anything Tesla is late or hasn’t delivered is already priced in the stock. I know you hate to admit Tesla makes the best EV, but that’s the truth",,0,0
1418730024581033985,2021-07-24 00:29:31,"6/n 
Some of the key and heavyweight stocks have been near inflection points since early May.
Some of the EV stocks in the thread rallied sharply but the rest are almost still there.

https://t.co/3L9D5uxjn0
to take stock where we are 
China Big tech is best measured by HSI Tech",,0,2
1418589935154642948,2021-07-23 15:12:51,"Tesla is solving some of the most difficult problems on earth, with a massive TAM, industry tailwinds (shift to EV), with the best engineers on the planet. Hard stop.

It remains my largest holding (54% of port) and will be the last stock I sell.","New York, NY",0,0
1418417858384592900,2021-07-23 03:49:05,"RT @finologyticker: STOCK IN NEWS🚨

Tata Power:

Tata AutoComp along with Tellus has executed a supply order for 200kW DC fast chargers to…",India,4,0
1418283297029771266,2021-07-22 18:54:23,RT @AmiiboKing313: Was just checking out $ADOM looking to R/S to nasdaq. $PSWW remains the best EV OTC Stock IMO and Im pretty sure will up…,Phoenix,1,0
1418263611202490370,2021-07-22 17:36:09,"RT @finologyticker: STOCK IN NEWS🚨

Tata Power:

Tata AutoComp along with Tellus has executed a supply order for 200kW DC fast chargers to…",,4,0
1418208842316406784,2021-07-22 13:58:31,Was just checking out $ADOM looking to R/S to nasdaq. $PSWW remains the best EV OTC Stock IMO and Im pretty sure will uplist to NASDAQ Without having to R/S; In other words BUY MORE! https://t.co/hJSlyQUXUY,"Detroit, MI",1,8
1418203038079012870,2021-07-22 13:35:27,"RT @finologyticker: STOCK IN NEWS🚨

Tata Power:

Tata AutoComp along with Tellus has executed a supply order for 200kW DC fast chargers to…",,4,0
1418128510657302537,2021-07-22 08:39:19,"RT @finologyticker: STOCK IN NEWS🚨

Tata Power:

Tata AutoComp along with Tellus has executed a supply order for 200kW DC fast chargers to…","Jharkhand, India",4,0
1418123624007966727,2021-07-22 08:19:54,"STOCK IN NEWS🚨

Tata Power:

Tata AutoComp along with Tellus has executed a supply order for 200kW DC fast chargers to Tata Power. 
Tata Power is setting up charging stations for BEST’s EV buses in Mumbai and GSRTC’s in Ahmedabad.
#InvestingKaSearchEngine #invest #tatapower",Raipur,4,43
1417931019089448960,2021-07-21 19:34:33,RT @techpathcrypto: ChargePoint $CHPT Stock Analysis | The Best EV Charging Station Stock? https://t.co/cZ3wYpfpw6,"Miami, FL",1,0
1417922856348962819,2021-07-21 19:02:07,RT @onlineEV: DO NOT SELL THESE EV STOCKS – TOP 5 BEST STOCKS TO BUY NOW {BEST GROWTH STOCKS 2021} NIO STOCK PRICE https://t.co/HK8LGRspiG,worldwide,10,0
1417814625408671744,2021-07-21 11:52:03,"RT @KULRTech: Our partners @andrettiunited are giving an inside look at the team behind their @ExtremeELive Odyssey #EV.

$KULR is proud to…",,8,0
1417808787356803073,2021-07-21 11:28:51,"....and Ford ($54 billion). 

Its financial and stock performance has also helped propel its billionaire CEO Wang Chuanfu to No. 3 on the 2021 Forbes China Best CEOs list unveiled on Thursday. 

https://t.co/xfJ1LcHAvu",,0,0
1417793442000908288,2021-07-21 10:27:52,RT @NIOMillionaire: $NIO IS GOING ON BULL RUN! LOT OF INVESTORS TAKING MONEY OUT OF THE MARKET AND @NIOGlobal IS CURRENTLY ONE OF THE BEST…,,8,0
