Id,Date,Tweets,Location,Retweets,Favorite
1423114085571252227,2021-08-05 02:50:12,"RT @climatecouncil: The world is speeding ahead when it comes to #electricvehicles, but Australia is stuck in the slow lane. The Fed Gov is…","Cairns, Queensland",27,0
1423114045314551809,2021-08-05 02:50:03,@crypto_inquisit @johnrobertsFox EV owners pay a separate tax already.,,0,0
1423114018479386630,2021-08-05 02:49:56,"RT @s7pence: $F Mach E sales grew 15% this month to 2,800 vehicles. That's more than two of three $NIO models. In addition, it was the seco…","Detroit, MI",1,0
1423114018282217472,2021-08-05 02:49:56,"@SWallace_FF Zeke Elliot, CEH and Terry Mclauren, Cee Dee Lamb","Delaware, USA",0,1
1423113969728958468,2021-08-05 02:49:45,"RT @Tweetermeyer: Reminder that EV sales have failed to meet almost every publicly-stated target, whether set by governments or industry. M…",,13,0
1423113949436805120,2021-08-05 02:49:40,"The production process of an average EV results in 15% more emissions than a production of a gasoline car. However, lifetime emissions of electric vehicles compared to gasoline cars are on average 51% lower.
#ClimateCrisis #ClimateEmergency #ClimateAction #Tesla",India ,0,1
1423113841752244227,2021-08-05 02:49:14,"RT @TeslaNY: Fox Business’ Liz Claman: “I just got a Tesla Model Y, which to me is more affordable than the crossover SUV that I had, which…",,58,0
1423113817932894218,2021-08-05 02:49:09,@camthomascowger @johnrobertsFox EV owners pay a road maintenance tax that is often higher than the average economy vehicle owner pays in gas taxes.,,0,0
1423113809250725890,2021-08-05 02:49:06,"RT @EuropeanLithium: High #EV uptake has led #UK experts to warn of a looming #lithium deficit, highlighting the need for #carmakers to sec…","Dortmund, Deutschland",5,0
1423113784013377537,2021-08-05 02:49:00,"RT @Teslarati: Biden’s Infrastructure Bill encourages Detroit OEMs to increase EV sales by 2030
https://t.co/010O4REfYz by @Writer_01001101",kor,6,0
1423113608846876672,2021-08-05 02:48:19,@moneybagggmike I don’t. I’m taking August very conservatively. Really easy to get burned even on a great technical setup if the volume dries up. I grabbed $FSR today on EV/Biden tweet and watching $COE &amp; $JUPW. I’ll alert when I have conviction.,,0,1
1423113599111815174,2021-08-05 02:48:16,@HeidiB52805817 @OldFatTank @POTUS Must everything be dragged into class warfare for you people? Ever thought that EV might be good for low income people and might get even cheaper compared to ICE vehicles in the foreseeable future?,Switzerland,0,0
1423113598675693571,2021-08-05 02:48:16,@BenjaminPEllio1 @POTUS @RedwoodMat That's after bulk supply of EV grade batteries is available. Its not because they're still driven or used in stationary storage as 2nd life application.,MA & CT,0,0
1423113581659230209,2021-08-05 02:48:12,"@literarilyl ""Unfriends"" https://t.co/x1IfHF5R3x","Fresno, CA",0,0
1423113520325951491,2021-08-05 02:47:58,"RT @FredKrupp: BREAKING: This is a defining moment for America. According to news reports @POTUS, joined by leaders of the U.S. Big Three a…","London, UK",20,0
1423113497467043841,2021-08-05 02:47:52,RT @quakes99: Demand for #EV's is set to spike higher🚗⤴️ but their manufacture increases CO2 emissions🏭 &amp; if charged using toxic #coal-fire…,"Cincinnati, OH",4,0
1423113411034972161,2021-08-05 02:47:32,"RT @ZacksJerryRig: ""But your EV gets power from Coal!""

In some places yeah... but an EV is 75% efficient where a combustion gas vehicle is…",Utah,161,0
1423113410690965507,2021-08-05 02:47:31,"@Hinoe88144147 @elonmusk It’s not up to him. It’s up to you and me. I’m assuming that by criticising Elon you are already doing what you can, e.g. driving an EV, eating only plants and using sustainable energy?",,0,0
1423113398561087496,2021-08-05 02:47:29,"India’s goal is to have 30% EV penetration by 2030. 

It’s a critical market for car manufacturers but impossible to do biz because their import duties are sky high. 

How high?

100% for a car over $40K, and 60% for cheaper vehicles. 

Old policies will cripple.

#ev #india","Los Angeles, CA",0,0
1423113345595363329,2021-08-05 02:47:16,RT @RGCB_Trivandrum: 1st batch of #RGCB_trivandrum #MSCBiotechnology was given official sent-off on the 2nd AUG 2021.  RGCB director Prof.…,"New Delhi, India",4,0
1423113292814315522,2021-08-05 02:47:03,"RT @ZacksJerryRig: ""But your EV gets power from Coal!""

In some places yeah... but an EV is 75% efficient where a combustion gas vehicle is…","Gravity Falls, Oregon State",161,0
1423113274736971782,2021-08-05 02:46:59,"RT @ZacksJerryRig: ""But your EV gets power from Coal!""

In some places yeah... but an EV is 75% efficient where a combustion gas vehicle is…",North Carolina,161,0
1423113240523939840,2021-08-05 02:46:51,RT @5stocksinto: 5 Chinese Stocks Into Tyres https://t.co/rZGwHNfuIH #China #Auto #Stocks #Investing #Tyres #Tires #Rubber #Radial #Slicks…,WorldWide,16,0
1423113235893559297,2021-08-05 02:46:50,"RT @stocks2the: MARKET ON FIRE TOMORROW 🗣🔥

EV day 🚨",,4,0
1423113226162745345,2021-08-05 02:46:47,@MattWalshBlog Put your hope in someone who won't win,,0,0
1423113191748374531,2021-08-05 02:46:39,@ryankibby Well of course he did.  But let's hope he gets a good dose of reality.,"Fresno, CA",0,0
1423113179836600321,2021-08-05 02:46:36,@JeremyCom Now it’s that hummer EV,,0,0
1423113176397193216,2021-08-05 02:46:36,"@spirilis @fire_bottle I've had a Leaf, a RAV4 EV, a Model 3, and two identical-but-for-year Pacifica (Plugin) Hybrids. Hopefully a Lightning soon.

The best solution for range and charging anxiety is to have houses at both ends with your own, known-available-and-reliable EVSE. :-D",Denver,0,1
1423113109317718020,2021-08-05 02:46:20,@IMSahilBhalla @kingblehme How far is India with ev ?,,0,0
1423112901200650240,2021-08-05 02:45:30,@MattWalshBlog Cringe Boomer,,0,0
1423112896104460288,2021-08-05 02:45:29,"RT @ZacksJerryRig: ""But your EV gets power from Coal!""

In some places yeah... but an EV is 75% efficient where a combustion gas vehicle is…","Saltillo, Coahuila de Zaragoza",161,0
1423112889708204033,2021-08-05 02:45:27,Trimming $SQ for slight gains to buy more $AMD at open. Love me my $AMD. Semiconductors in 2021 is the EV play of 2020. AMD is a force to be reckoned with! Simply put!,"Montreal, Qc, Canada",0,0
1423112865830084613,2021-08-05 02:45:22,RT @InsideEVs: Ford Vows To Spend More On EVs Than ICE Vehicles From 2023 https://t.co/rM0BCz1YMz via @insideevs.com,Toronto,13,0
1423112781549785088,2021-08-05 02:45:01,@kingblehme Sigh. Look at India. We are SO FAR behind. Not even close to EV 0.5.,"New Delhi, India",0,0
1423112760293044225,2021-08-05 02:44:56,@slye Would think all prices are adjusted up with EV credits coming soon!,nyc,0,0
1423112751749156865,2021-08-05 02:44:54,@sr__ev Pick a day and I’ll show up at your door with a pound cake in hand,"Uscieport, Anglas",0,0
1423112729234006018,2021-08-05 02:44:49,RT @GerryLaBarge: @POTUS So we all know these vehicles are not truly electric? The power to charge them 9 times out of ten comes from coal…,"California, United States",2,0
1423112720862306305,2021-08-05 02:44:47,"RT @FrRonconi: This is a personal air taxi that is all #electric!
by @NextUAS 

#UAS #Drone #EV #Mobility #Aviation 
@baski_LA @JeroenBarte…",Caracas,24,0
1423112706605912066,2021-08-05 02:44:44,"First @Jeep #EV model to launch in 2023
https://t.co/sKeLelo7NZ https://t.co/WiPzBlLwhV",,0,0
1423112680353714177,2021-08-05 02:44:37,RT @GreenCarReports: Hyundai claims Ioniq 5 EV will dominate Tesla Model Y in miles of range added at fast-charging stops https://t.co/zl3K…,Toronto,2,0
1423112614670970882,2021-08-05 02:44:22,"Biden pumping? If ev goes nuts I have my eyes on $BLNK, really like the setup https://t.co/Jr9HPxLRXo",,0,0
1423112608136273922,2021-08-05 02:44:20,"@bl4ckflip @ThatGuySigh @andyEUx @ZacksJerryRig So buy a used one? Plenty of cheap used EV's around. No, they're not gonna beat new 100k EV's, but so what.",Finland,0,1
1423112531904765953,2021-08-05 02:44:02,"Biden teases big #EV news. What could it be?
 
https://t.co/pGwlRifj0o
 
#ElectricCars #ElectricVehicles #ElectricVehiclesMeme #Meme https://t.co/9fw6RzALJb",,0,0
1423112368020758532,2021-08-05 02:43:23,@connectwithAB @EnergyPescadero Agree. Volume up into ER. Additional retail locations bolted on + new delivery open in San Diego + cost restructuring related to integration. Sub $185M EV way too low for likely revenue TPCO will do this year with margins improving each coming quarter. Business is booming! $GRAMF,"Sudbury, MA",0,1
1423112344993939456,2021-08-05 02:43:17,RT @ElectrekCo: Tesla opening Supercharger network will enable access to new $7.5 billion EV funding in US https://t.co/k1uoVU1FLD by @fred…,Toronto,104,0
1423112334139068420,2021-08-05 02:43:15,@watchitcrash93 Keep coming to MY hood AND NOT seeing me COOOL,,0,1
1423112314321047553,2021-08-05 02:43:10,I love Indian food so much….. could eat it ev day,Mercury,0,0
1423112308969009154,2021-08-05 02:43:09,A 100 Year Event ! The Massive Shift To Electrification Globally Is In Full Swing - Multiple “EV” Electric Vehicle Directories Portfolio For Sale index &gt; https://t.co/xdSRMZfHdP U$5 Million + https://t.co/479HwBhfaQ Private Entity Proudly Australian https://t.co/2jgdAjdiUS,Bris Australia +61 412 622 944,0,0
1423112235967262726,2021-08-05 02:42:51,RT @SNawale18: @_soniashenoy EV will adopted on a mass basis only one Solid State Batteries are introduced which will much more lighter in…,,1,0
1423112165397995521,2021-08-05 02:42:35,"RT @luisbaram: Question in earnest: if an EV burns and brings down a building, who is liable for the death and destruction caused?",,18,0
1423112161899991046,2021-08-05 02:42:34,@POTUS Where is Tesla? The American company that produces moe EV's than anyone. The company that pioneer the EV movement. As a democrat I feel ashamed. Think of all their employees they should have a voice.,,0,0
1423112141255503875,2021-08-05 02:42:29,"Prevail Electric Mobility will launch three electric scooters with low-speed variants – Elite, Finesse, and Wolfury this month in India and already has an EV manufacturing unit in Rajasthan.

#EV #ElectricCars #India",Social Media Caterpillar,0,0
1423112077523128323,2021-08-05 02:42:14,"RT @FredKrupp: BREAKING: This is a defining moment for America. According to news reports @POTUS, joined by leaders of the U.S. Big Three a…",,20,0
1423112071504408579,2021-08-05 02:42:12,"@AaronMcCollough @POTUS Can we at least agree some EV owners need to get off their high horse &amp; stop acting like snarky pretentious pricks because they think they are saving planet, when in fact their cars pollute and cause environmental damage too!  ,)","Orlando, FL",0,0
1423112037916360709,2021-08-05 02:42:04,@theXential You 🤡… the $F #f150lightning is beyond a competitive EV,"Detroit, MI",0,0
1423112033164152832,2021-08-05 02:42:03,@wadeanderson @CyberZack42 Yeah but they’re not factoring in the novelty factor of all the cool places you’ve taken it! Where ev’s usually dare not go !,,0,0
1423112021273456643,2021-08-05 02:42:00,@pamygadinha 4 ? ne nao?,"Nossa Senhora da Glória, Brasi",0,0
1423111970807500801,2021-08-05 02:41:48,"@fire_bottle @maximumcharacte Side note- based on my personal experience I'd say when looking at an EV, take the advertised range and multiply it by ~0.50 for worst-case winter ""comfortable range"" and 0.65 for worst-case summer ""comfortable range"".","Baltimore, MD, USA",0,1
1423111957176012803,2021-08-05 02:41:45,@PBRNewYork @ddunstan5 94 EV with work to do. We’ll take it. Keep working.,"Niagara Falls, NY",0,0
1423111943116701698,2021-08-05 02:41:42,"@MTLoveridge @ZacksJerryRig It's just a more complicated EV. The only thing on its side is faster refill time, nothing more.",Finland,0,0
1423111858098253828,2021-08-05 02:41:21,RT @davidshepardson: Here’s our preview of tomorrow’s announcement https://t.co/uuKVzmaLQo,"Delaware, USA",2,0
1423111854335963138,2021-08-05 02:41:20,@best__ev The failure of the expulsion vote was the most embarrassed I’ve been in y/dsa.,"Wilmington, NC",0,1
1423111831485300739,2021-08-05 02:41:15,@elonmusk @WalterIsaacson For real. I have a working design for a self-sustaining EV that has nothing to do with perpetual motion. My design can be modified for any land vehicle. I have a Self-sustaining Electric building design. I just don't have the money or fame to prove it.,"Georgia, USA",0,0
1423111800149610503,2021-08-05 02:41:07,@_soniashenoy EV will adopted on a mass basis only one Solid State Batteries are introduced which will much more lighter in Weight and will have larger range on a single charge,,1,0
1423111798824214533,2021-08-05 02:41:07,"Yesterday #Nifty #Niftybank were up due to few prominent banking stocks #HDFC

Reliance in EV with MG Motors ⚡

Adani in PetroChemical ⭐

Rolex Ring IPO allotment today🚀

GLOBAL +VE 
#SGXNIFTY  +ve
#NASDAQ testing all time high

Will the rally continue ?
Reliance Adani Bank ?",World Wide,0,0
1423111796852994053,2021-08-05 02:41:07,"@POTUS Sir, what do you think abt Tesla? I think Tesla is all American and one that revolutionized EV industry across the globe. You spoke at ford factory but dint visit Tesla factory. I think you should. Thanks for your attention 🙏",Ellington CT,0,0
1423111779912093701,2021-08-05 02:41:03,@evleaks So basically a leaking EV now👀 https://t.co/xN75NylOpN,"Loveland, Ohio",0,0
1423111765722812417,2021-08-05 02:40:59,@ActuallyNPH For real. I have a working design for a self-sustaining EV that has nothing to do with perpetual motion. My design can be modified for any land vehicle. I have a Self-sustaining Electric building design. I just don't have the money or fame to prove it.,"Georgia, USA",0,0
1423111660781199363,2021-08-05 02:40:34,"@gumboots10 great update here as you mentioned yesterday, these new investors are going to help $MNS get to more US-based investors as they want to get to double-digit gigawatt-hours! exciting. they are talking to some EV manufacturers as well!","Perth, Western Australia",0,3
1423111643953864708,2021-08-05 02:40:30,"@pavsmith If EVs take a big enough market share the petrol lobby will probably push for what Australian states are doing - taxing EV owners for *not* paying fuel duty!

https://t.co/MSCUjdOoUX",Linlithgow,0,0
1423111597795512328,2021-08-05 02:40:19,@IMSahilBhalla We should be on EV 10.0,,0,0
1423111587854958593,2021-08-05 02:40:17,RT @jsfreed: Under-appreciated point on EV charging infrastructure: the $5B EV charging grant program requires USDOT/USDOE to develop stand…,"Philadelphia, New York,...",17,0
1423111548113805312,2021-08-05 02:40:07,"@Toyota is such a despicable company.

They deserve to go bankrupt in 10-15 years when every other automakers switch to 100% BEV, and Chris Reynolds @Toyota should be remembered as an enemy to the public who worked against EV development.

https://t.co/GgG5ynIZjk",Silicon Valley,0,0
1423111482921922561,2021-08-05 02:39:52,"RT @POTUS: There’s a lot of misinformation out there, so let me state the facts: If you’re vaccinated, you’re unlikely to get COVID-19.

An…",,10970,0
1423111466778075137,2021-08-05 02:39:48,"STAR WARS EV 9D9 POTF 1985 LAST 17 W/ COIN VINTAGE KENNER
⸻⸻⸻
View it on eBay:
🔗 https://t.co/RpQYWWmUgp
More info on Search &amp; Collect:
🔗 https://t.co/Hw8UYDUidA
⸻⸻⸻
#SearchNCollect #eBay #Auction #US #UnitedStates #STARWARS #KENNER #RetroToys #Retro #RetroToySearch https://t.co/EBlop1Y99l",Worldwide,0,1
1423111451145904129,2021-08-05 02:39:44,@dmoongirl @powerjduq @hayleyocho @ThePokerBoss Fun EV &gt;,,0,2
1423111414974238723,2021-08-05 02:39:36,"RT @cheryl1492: Since you are not advised to charge your EV overnight, or store in your garage...just where and when are people to charge E…",,38,0
1423111408615522305,2021-08-05 02:39:34,Biden’s Infrastructure Bill encourages Detroit OEMs to increase EV sales by 2030 https://t.co/maPTDDG0Ge https://t.co/6oIyFDpBTs,"CA 91436, USA",0,0
1423111405834625030,2021-08-05 02:39:33,Biden’s Infrastructure Bill encourages Detroit OEMs to increase EV sales by 2030 https://t.co/nbi3Ih7wOd,Somewhere on the Globe,0,0
1423111402558935042,2021-08-05 02:39:33,RT @EVAccessoriesUK: Car Cup Holder Adapter: Package Includes: 1 x Car Cup Holder 1 x Cup Mat The post Car Cup Holder Adapter appeared firs…,United Kingdom,1,0
1423111386364846080,2021-08-05 02:39:29,@authorofanguish It’s the only way to make the EV’s pay their fair share. The federal gas tax has not kept up with the cost of construction/inflation. On top of that the federal gov has mandated car manufacturers increase mpg which also reduce tax revenue for roads and bridges,,0,0
1423111385836367873,2021-08-05 02:39:29,@kingblehme You mean like EV 2.0?,"New Delhi, India",0,1
1423111382468231174,2021-08-05 02:39:28,RT @katieporteroc: Fighting the climate crisis is smart economic policy. California is slated to lose trillions over the next few decades i…,,54,0
1423111353770946568,2021-08-05 02:39:21,RT @DrDanaBlair: I am pledging 40 minutes of my time and mentorship to support a woman reentering the workforce. Who’s with me?! #40x4 #sup…,In the forest by a lake,11,0
1423111308942192642,2021-08-05 02:39:10,"RT @sussexsquadpod1: Well make that 51k @SussexsquadCook did you see this for @MynaMahila for #MeghanMarkle 
#MeghanMarkle40 Link to donate…",In the forest by a lake,12,0
1423111288641753089,2021-08-05 02:39:05,"RT @TeslaNY: Fox Business’ Liz Claman: “I just got a Tesla Model Y, which to me is more affordable than the crossover SUV that I had, which…","California, USA",58,0
1423111264373407745,2021-08-05 02:39:00,"Random Dumber: In Defence Of Allegra Stratton, Or Why An EV Is Not Always The Right Answer - https://t.co/tiTmikBwDB https://t.co/M1VYFs42T0","Auckland, New Zealand",0,0
1423111251337547778,2021-08-05 02:38:57,"I would’ve thought by 2021, the future of transportation would look brighter than #EV at the pace it’s evolving 🤷‍♂️",,1,7
1423111219859312650,2021-08-05 02:38:49,"RT @TeslaNY: Fox Business’ Liz Claman: “I just got a Tesla Model Y, which to me is more affordable than the crossover SUV that I had, which…",,58,0
1423111182047539205,2021-08-05 02:38:40,RT @5stocksinto: 5 Taiwanese Stocks Into Auto Electronics https://t.co/EtebPo8sVN #Taiwan #Auto #Stocks #Investing #Electronics #GPS #Semic…,WorldWide,63,0
1423111100636278784,2021-08-05 02:38:21,"ev said i’ve been playing a lot of animal crossing. i would disagree, i would say i play a very healthy amount of animal crossing",fem | XE/XEM/XYR | 21,0,2
1423111042691907585,2021-08-05 02:38:07,A ‘per kilometer user fee’ on vehicles needs to be evolved as we move towards electric vehicles. The petrol/diesel taxes will dry up eventually with EV adoption….,"New Delhi, India",0,0
1423111041186091011,2021-08-05 02:38:07,EV vs ICE https://t.co/Crf35zVPWm,"Pune, India",0,0
1423110982834950147,2021-08-05 02:37:53,"RT @Teslarati: Biden’s Infrastructure Bill encourages Detroit OEMs to increase EV sales by 2030
https://t.co/010O4REfYz by @Writer_01001101","IRVINE, CA",6,0
1423110941009457163,2021-08-05 02:37:43,@coupcoup40cal Lmao true. Would love to see Dame there though. He lost me right here https://t.co/fnHednEzTm,"Little Hell, Chicago",0,0
1423110933526704133,2021-08-05 02:37:41,"@garyblack00 No EV credit.  Time to remove catalyst #1.

The other catalysts are only ""Meh"" https://t.co/grJ4bV4KWE","Fremont, CA",0,0
1423110794850578433,2021-08-05 02:37:08,Nope. I used to write “I don’t get it” on all my math tests in middle school 😂 https://t.co/Gd2ScG5yyJ,,0,1
1423110673110798337,2021-08-05 02:36:39,RT @davidshepardson: Here’s our preview of tomorrow’s announcement https://t.co/uuKVzmaLQo,,2,0
1423110672905228293,2021-08-05 02:36:39,RT @tribecallsaturn: people trying to find individualistic solutions for systemic problems will ultimately be sucked into the same abusive…,"Salinas, CA",55,0
1423110667247099912,2021-08-05 02:36:37,"RT @ZacksJerryRig: ""But your EV gets power from Coal!""

In some places yeah... but an EV is 75% efficient where a combustion gas vehicle is…",,161,0
1423110652378365957,2021-08-05 02:36:34,"RT @Teslarati: Biden’s Infrastructure Bill encourages Detroit OEMs to increase EV sales by 2030
https://t.co/010O4REfYz by @Writer_01001101","New York, NY",6,0
1423110632237240320,2021-08-05 02:36:29,"@garyblack00 TSLAQ wins in the ""bipartisan"" infrastructure bill, no EV tax credit expansion.  This will definitely weigh on sales in the next few quarters.","Fremont, CA",0,1
1423110617637048320,2021-08-05 02:36:26,"RT @Wakabando: Hon Junet, while the issues you raise are valid, as Prime Minister 2010 Raila Odinga vigorously campaigned for President Mus…","Maua, Kenya",26,0
1423110609688748032,2021-08-05 02:36:24,"RT @ray_hessel: Tesla builds their US vehicles here in CA and soon TX. $TSLA I s the most American made vehicle.

Unlike $F who’s only EV t…","Michigan, USA",3,0
1423110555611525125,2021-08-05 02:36:11,"RT @Teslarati: Biden’s Infrastructure Bill encourages Detroit OEMs to increase EV sales by 2030
https://t.co/010O4REfYz by @Writer_01001101",ʀᴛ ≠ ᴇɴᴅᴏʀꜱᴇᴍᴇɴᴛ. ɴᴄɴᴅ.,6,0
1423110552436363266,2021-08-05 02:36:10,"RT @TeslaNY: Fox Business’ Liz Claman: “I just got a Tesla Model Y, which to me is more affordable than the crossover SUV that I had, which…",Singapore,58,0
1423110543188107266,2021-08-05 02:36:08,"RT @clim8resistance: You can't buy an EV with a range of 200 miles or more for the price that most people pay for cars -- esp. 2nd hand.

A…",,25,0
1423110492843921410,2021-08-05 02:35:56,@iHugMasht0n aw ev I’m so sorry let me know if you need anything,if i could fly…,0,0
1423110490897612802,2021-08-05 02:35:55,"RT @HackersReview_: Vulnerabilities in EV Charging Could Hack Home Network  https://t.co/ackiq45DhP
#Malware #cybersecurity  #hacker #infos…","KUL, Malaysia",5,0
1423110484383907842,2021-08-05 02:35:54,"Biden’s Infrastructure Bill encourages Detroit OEMs to increase EV sales by 2030
https://t.co/010O4REfYz by @Writer_01001101",California,6,47
1423110454633660416,2021-08-05 02:35:47,RT @5stocksinto: 5 Aussie Stocks Into Lithium https://t.co/s8xhiiChFX  #Australia #Mining #Stocks #Investing #Lithium #Resources #Technolog…,WorldWide,32,0
1423110451181678596,2021-08-05 02:35:46,"RT @AusAmbEnviro: Exciting Australian EV charging innovator @TritiumCharging, carving out a profile in growing export markets including the…","Ngunnawal Country, Canberra AU",2,0
1423110431414104069,2021-08-05 02:35:41,HELL YEAH! PLEASE VOTE @Gaius_Gracchus_ #1 ON YOUR BALLOT!,Arkansas 🐗,1,30
1423110293937401862,2021-08-05 02:35:08,"@gurgavin According to Google 3% of all vehicles are EV’s. We have mass shortages in chips, lithium, Magnets, Raw Materials and a TON more 💯
We might have to wait a while for those Robo Taxi’s 🚕 seeing is how we don’t even have the roads or highways or Infrastructure to Accommodate them.",,0,0
1423110276027588612,2021-08-05 02:35:04,"RT @ZacksJerryRig: ""But your EV gets power from Coal!""

In some places yeah... but an EV is 75% efficient where a combustion gas vehicle is…",,161,0
1423110258273267726,2021-08-05 02:35:00,@BlurayWrestling @TheEvstrodome @Hamanicart617 lol...you gave Ev mouth movement,"Ohio, USA",0,1
1423110207350116355,2021-08-05 02:34:48,RT @GmaiKarin: @Tanisha_Ev I’m a clinical psychologist and I am offering a free 40 minute virtual session to all ages all time zones I have…,,16,0
1423110184554143748,2021-08-05 02:34:42,Here’s our preview of tomorrow’s announcement https://t.co/uuKVzmaLQo https://t.co/h8l9omgoCs,"Washington, DC",2,1
1423110179432841217,2021-08-05 02:34:41,"RT @DumisaniTemsgen: From ""Let My People Go"" to ""Lift Ev’ry Voice &amp; Sing"", Black descendants of slavery have a heritage of survival and tri…",,4,0
1423110113821270017,2021-08-05 02:34:25,"Sneak preview... The 13th annual https://t.co/nSsWhzOxC9, #Portland 's Original #Horror #Film #Contest! SIGN UP for our  #TimeBasedFilmCONTEST or #Festival with a #ShortFilm you have already made!
@UnaSolitaire @BethanyZiskind @Ev_Villain @bunnyfartz666 @wweek @horrormuseum #PDX https://t.co/EllxUav0HQ","Portland, OR",0,0
1423110086122082307,2021-08-05 02:34:19,"@lostgirlsguide @CoopCRS Thank you Ashlyn, this is the first time I’ve ever seen anything about how long charging an EV actually takes, AND, more importantly, how much that Electricity costs the user. It’s good to see someone put concrete, real life numbers to this!😎","Hastings, MN",0,0
1423110068778672130,2021-08-05 02:34:15,"@therealyotung Still waiting on an EV family van. That’s how we roll, don’t hate.","Edmonton, Alberta, Canada",0,0
1423110064060047361,2021-08-05 02:34:14,RT @wasssupliz: opal &amp; her TWO moss ball besties 💕 https://t.co/mqBewAWqKn,,338,0
1423110003808903173,2021-08-05 02:33:59,"RT @BravesInPlay: Jorge Soler - Home Run vs J.A. Happ
#Braves vs #Cardinals

EV:   107.8 (MPH)
LA:   24 (Deg.)
Dist: 432 (ft.)
xBA:  1.000…",,3,0
1423109973651902466,2021-08-05 02:33:52,ev. it’s wednesday. https://t.co/6TECdjUDEZ,"ଓ oc , ⩨ chilton , mdni.ꜜ",0,0
